HUC_12,CRP_acres
020802070604,200-500
020802070701,50-100
020802070702,200-500
020802070703,<50
020802070704,200-500
020802070705,200-500
020802070801,200-500
020802070803,50-100
020802070804,200-500
020802070805,50-100
020802070806,50-100
020802070903,<50
020802071001,<50
020802080102,<50
020802080106,<50
020802080205,<50
030101010104,<50
030101010201,<50
030101010401,<50
030101010503,<50
030101010504,<50
030101010601,<50
030101010602,<50
030101010701,<50
030101010702,<50
030101010703,50-100
030101010704,<50
030101010802,<50
030101010803,<50
030101010804,<50
030101010901,<50
030101010902,<50
030101010903,<50
030101011001,<50
030101011002,50-100
030101011101,<50
030101011103,50-100
030101011104,50-100
030101011201,100-200
030101011202,<50
030101011203,<50
030101011301,<50
030101011302,<50
030101011303,<50
030101011304,<50
030101011305,<50
030101011401,100-200
030101011402,<50
030101011403,<50
030101011404,<50
030101011405,50-100
030101011406,100-200
030101011501,100-200
030101011502,50-100
030101011503,<50
030101011504,50-100
030101011505,<50
030101020101,<50
030101020103,100-200
030101020104,100-200
030101020105,100-200
030101020201,<50
030101020203,200-500
030101020204,100-200
030101020205,<50
030101020206,200-500
030101020207,100-200
030101020301,<50
030101020302,<50
030101020303,50-100
030101020304,<50
030101020401,50-100
030101020402,<50
030101020403,100-200
030101020404,200-500
030101020405,50-100
030101020501,<50
030101020503,50-100
030101020504,<50
030101020505,<50
030101020601,50-100
030101020602,100-200
030101020603,<50
030101020604,50-100
030101020701,100-200
030101020801,100-200
030101020802,100-200
030101020803,50-100
030101020804,100-200
030101020901,<50
030101020902,100-200
030101021001,<50
030101021002,<50
030101021003,100-200
030101021004,<50
030101030101,<50
030101030102,<50
030101030103,<50
030101030105,<50
030101030106,<50
030101030109,<50
030101030301,<50
030101030303,<50
030101030305,<50
030101030306,<50
030101030401,<50
030101030402,50-100
030101030403,<50
030101030405,<50
030101030406,<50
030101030407,<50
030101030501,<50
030101030502,<50
030101030503,<50
030101030504,<50
030101030505,100-200
030101030601,<50
030101030602,<50
030101030603,<50
030101030801,<50
030101030805,<50
030101030901,<50
030101030902,50-100
030101030903,50-100
030101030904,<50
030101030905,<50
030101030906,<50
030101031001,<50
030101031002,50-100
030101031003,50-100
030101031004,<50
030101040101,<50
030101040103,<50
030101040104,<50
030101040105,50-100
030101040106,100-200
030101040108,50-100
030101040109,50-100
030101040201,<50
030101040202,<50
030101040203,50-100
030101040301,<50
030101040302,50-100
030101040303,50-100
030101040304,50-100
030101040305,200-500
030101040401,100-200
030101040402,100-200
030101040403,200-500
030101040404,<50
030101040501,<50
030101040502,50-100
030101040504,<50
030101040505,<50
030101040506,<50
030101040601,50-100
030101040602,<50
030101040603,200-500
030101040605,100-200
030101040606,<50
030101040607,50-100
030101040608,<50
030101040701,50-100
030101040702,<50
030101040703,<50
030101050101,<50
030101050102,50-100
030101050103,<50
030101050104,200-500
030101050201,100-200
030101050202,50-100
030101050203,100-200
030101050204,50-100
030101050205,50-100
030101050206,<50
030101050207,<50
030101050301,100-200
030101050302,100-200
030101050401,100-200
030101050402,<50
030101050403,100-200
030101060101,<50
030101060102,50-100
030101060201,<50
030101060202,<50
030101060204,50-100
030101060205,100-200
030101060301,50-100
030101060302,200-500
030101060303,50-100
030101060304,200-500
030101060305,50-100
030101060401,<50
030101060402,100-200
030101060403,50-100
030101060404,50-100
030101070101,<50
030101070102,<50
030101070103,<50
030101070104,50-100
030101070105,50-100
030101070201,50-100
030101070202,50-100
030101070203,200-500
030101070204,50-100
030101070205,50-100
030101070206,100-200
030101070301,100-200
030101070302,<50
030101070303,500-1000
030101070304,100-200
030101070305,50-100
030101070401,<50
030101070402,50-100
030101070403,<50
030101070404,<50
030101070405,<50
030101070501,100-200
030101070502,<50
030101070503,<50
030101070504,50-100
030101070505,50-100
030101070506,100-200
030101070507,<50
030101070508,200-500
030101070509,50-100
030101070601,200-500
030101070602,50-100
030101070603,<50
030101070702,<50
030101070703,50-100
030101070706,<50
030101070802,<50
030101070803,100-200
030101070804,<50
030101070806,<50
030101070807,<50
030101070901,50-100
030101070902,<50
030101070903,50-100
030102010101,50-100
030102010103,<50
030102010104,<50
030102010105,<50
030102010106,50-100
030102010201,200-500
030102010202,<50
030102010203,100-200
030102010301,100-200
030102010302,100-200
030102010303,100-200
030102010304,200-500
030102010401,<50
030102010402,<50
030102010403,50-100
030102010501,200-500
030102010502,50-100
030102010503,100-200
030102010504,<50
030102010601,<50
030102010603,<50
030102010701,100-200
030102010702,<50
030102010703,100-200
030102010802,<50
030102010803,<50
030102010901,<50
030102010902,100-200
030102010903,<50
030102010904,100-200
030102010905,50-100
030102011001,100-200
030102011002,50-100
030102011003,50-100
030102011004,100-200
030102011005,200-500
030102011006,50-100
030102011101,<50
030102011102,<50
030102011103,100-200
030102011201,50-100
030102011202,50-100
030102011203,50-100
030102011204,100-200
030102011205,100-200
030102011206,200-500
030102020101,100-200
030102020102,100-200
030102020103,<50
030102020201,<50
030102020203,<50
030102020204,<50
030102020301,100-200
030102020302,<50
030102020303,<50
030102020304,200-500
030102020401,50-100
030102020402,<50
030102020403,200-500
030102020501,<50
030102020502,100-200
030102020503,200-500
030102020504,50-100
030102020505,100-200
030102030101,<50
030102030102,<50
030102030103,100-200
030102030201,50-100
030102030203,<50
030102030204,200-500
030102030205,100-200
030102030206,50-100
030102030301,100-200
030102030302,<50
030102030303,100-200
030102030304,100-200
030102030305,50-100
030102030306,50-100
030102030401,50-100
030102030402,<50
030102030403,50-100
030102030404,100-200
030102030405,100-200
030102030501,200-500
030102030502,100-200
030102030503,100-200
030102030504,<50
030102030601,200-500
030102030602,50-100
030102030603,<50
030102030604,<50
030102030605,50-100
030102030702,50-100
030102030703,<50
030102030704,<50
030102030705,<50
030102040101,<50
030102040103,50-100
020802060101,0
020802060102,0
020802060104,0
020802060105,0
020802060106,0
020802060205,0
020802060304,0
020802060401,0
020802060402,0
020802060403,0
020802060501,0
020802060502,0
020802060503,0
020802060504,0
020802060506,0
020802060601,0
020802060604,0
020802060605,0
020802060701,0
020802060702,0
020802060704,0
020802060802,0
020802060804,0
020802060901,0
020802060904,0
020802060906,0
020802070602,0
020802070802,0
020802070901,0
020802070902,0
020802070904,0
020802071002,0
020802080101,0
020802080103,0
020802080104,0
020802080105,0
020802080201,0
020802080202,0
020802080203,0
020802080204,0
020802080206,0
020802080301,0
020802080302,0
020802080303,0
020802080304,0
030101010101,0
030101010102,0
030101010103,0
030101010105,0
030101010202,0
030101010203,0
030101010301,0
030101010302,0
030101010402,0
030101010403,0
030101010404,0
030101010405,0
030101010501,0
030101010502,0
030101010603,0
030101010705,0
030101010801,0
030101011102,0
030101020102,0
030101020202,0
030101020502,0
030101020506,0
030101020702,0
030101020703,0
030101020704,0
030101020805,0
030101020806,0
030101020903,0
030101020904,0
030101030104,0
030101030107,0
030101030108,0
030101030201,0
030101030202,0
030101030203,0
030101030204,0
030101030302,0
030101030304,0
030101030404,0
030101030408,0
030101030409,0
030101030604,0
030101030605,0
030101030606,0
030101030701,0
030101030702,0
030101030703,0
030101030802,0
030101030803,0
030101030804,0
030101030806,0
030101030807,0
030101040102,0
030101040107,0
030101040503,0
030101040507,0
030101040604,0
030101040704,0
030101060203,0
030101070701,0
030101070704,0
030101070705,0
030101070801,0
030101070805,0
030102010102,0
030102010204,0
030102010404,0
030102010602,0
030102010801,0
030102020202,0
030102030202,0
030102030701,0
030102030706,0
030102040102,0
030102040201,0
030102040202,<50
030102040204,<50
030102040301,<50
030102040302,50-100
030102040303,200-500
030102040401,200-500
030102040402,50-100
030102040403,50-100
030102040404,50-100
030102040501,50-100
030102040502,200-500
030102040601,<50
030102040602,<50
030102040603,<50
030102040604,100-200
030102040605,500-1000
030102040701,50-100
030102040702,<50
030102040703,100-200
030102040704,200-500
030102040705,100-200
030102040706,500-1000
030102040801,<50
030102040802,100-200
030102040803,100-200
030102040804,100-200
030102040805,50-100
030102040806,200-500
030102040807,50-100
030102040808,100-200
030102040901,200-500
030102040902,50-100
030102040903,200-500
030102040904,100-200
030102040905,200-500
030102040906,50-100
030102040907,50-100
030102040908,100-200
030102050101,50-100
030102050102,<50
030102050103,<50
030102050104,<50
030102050105,<50
030102050106,<50
030102050202,<50
030102050203,500-1000
030102050204,100-200
030102050205,<50
030102050206,100-200
030102050207,<50
030102050208,<50
030102050301,<50
030102050302,<50
030102050303,<50
030102050304,<50
030102050403,<50
030102050404,<50
030102050501,<50
030102050602,<50
030102050604,<50
030102050605,<50
030102050701,<50
030102050702,<50
030102050704,<50
030102050803,<50
030102050804,100-200
030102050805,<50
030102050807,100-200
030102050808,<50
030102050901,>1000
030102050903,200-500
030102050904,100-200
030102051001,<50
030102051003,<50
030102051101,100-200
030102051103,50-100
030102051204,<50
030102051206,<50
030102051302,<50
030102051303,<50
030102051406,<50
030201010102,<50
030201010103,100-200
030201010104,100-200
030201010105,200-500
030201010106,50-100
030201010201,100-200
030201010202,50-100
030201010203,200-500
030201010204,100-200
030201010301,100-200
030201010302,100-200
030201010303,200-500
030201010304,100-200
030201010401,100-200
030201010402,<50
030201010403,50-100
030201010404,50-100
030201010501,100-200
030201010502,50-100
030201010503,<50
030201010504,<50
030201010601,100-200
030201010602,<50
030201010603,<50
030201010604,50-100
030201010605,50-100
030201010606,<50
030201010607,<50
030201010701,200-500
030201010702,50-100
030201010703,<50
030201010704,100-200
030201010705,200-500
030201010706,<50
030201010801,100-200
030201010802,100-200
030201010803,500-1000
030201010901,<50
030201010902,100-200
030201010903,50-100
030201010904,100-200
030201020101,50-100
030201020102,50-100
030201020104,50-100
030201020201,<50
030201020202,<50
030201020203,<50
030201020204,200-500
030201020205,100-200
030201020206,200-500
030201020301,200-500
030201020302,<50
030201020303,100-200
030201020304,<50
030201020401,<50
030201020402,100-200
030201020403,100-200
030201020404,100-200
030201020405,200-500
030201020501,50-100
030201020502,500-1000
030201020503,200-500
030201020504,200-500
030201020601,<50
030201020602,100-200
030201020603,50-100
030201020604,200-500
030201020605,200-500
030201020606,500-1000
030201030101,50-100
030201030102,<50
030201030103,100-200
030201030104,200-500
030201030105,200-500
030201030106,100-200
030201030107,100-200
030201030201,50-100
030201030202,200-500
030201030203,50-100
030201030204,50-100
030201030301,<50
030201030302,50-100
030201030303,<50
030201030304,200-500
030201030305,200-500
030201030401,50-100
030201030501,500-1000
030201030502,100-200
030201030503,50-100
030201030504,500-1000
030201030505,50-100
030201030506,100-200
030201030507,50-100
030201030601,50-100
030201030602,<50
030201030603,100-200
030201030604,50-100
030201030606,50-100
030201040101,<50
030201040102,100-200
030201040103,<50
030201040104,50-100
030201040105,50-100
030201040106,100-200
030201040107,50-100
030201040108,<50
030201040109,<50
030201040201,<50
030201040202,<50
030201040204,<50
030201040206,<50
030201040207,<50
030201040301,100-200
030201040302,<50
030201040303,<50
030201040304,50-100
030201040305,100-200
030201040401,100-200
030201040403,<50
030201040404,50-100
030201040501,<50
030201040502,100-200
030201040503,100-200
030201040505,200-500
030201040601,50-100
030201040602,<50
030201040603,100-200
030201040604,50-100
030201040701,100-200
030201040702,<50
030201050101,200-500
030201050102,100-200
030201050103,<50
030201050104,500-1000
030201050108,100-200
030201050301,500-1000
030201050302,<50
030202010101,50-100
030202010103,<50
030202010104,<50
030202010202,<50
030202010203,<50
030202010301,<50
030202010302,<50
030202010304,<50
030202010401,<50
030202010501,50-100
030202010502,<50
030202010503,50-100
030202010504,<50
030202010603,50-100
030202010703,<50
030202010705,<50
030202010902,<50
030202010903,50-100
030202011002,<50
030202011004,50-100
030202011005,<50
030202011006,50-100
030202011007,<50
030202011102,50-100
030202011103,200-500
030202011104,100-200
030202011105,100-200
030202011201,<50
030202011202,50-100
030202011203,100-200
030202011301,50-100
030202011302,50-100
030202011304,<50
030202011305,100-200
030202011306,<50
030202011403,50-100
030202011404,<50
030202011501,<50
030202011502,<50
030202011503,200-500
030202011504,100-200
030202011505,50-100
030202011601,<50
030202011602,50-100
030202011604,<50
030202011701,<50
030202011702,200-500
030202011703,50-100
030202011705,<50
030202020101,<50
030202020104,<50
030202020105,<50
030202020106,<50
030202020107,<50
030202020201,<50
030202020202,<50
030202020203,<50
030202020204,<50
030202020205,100-200
030202020206,<50
030202020301,50-100
030202020302,100-200
030202020303,<50
030202020305,50-100
030202020306,200-500
030202020307,100-200
030202020401,<50
030202020402,<50
030202020403,100-200
030202020404,<50
030202020405,100-200
030202020501,<50
030202020503,50-100
030202020504,<50
030202020505,<50
030202020506,<50
030202020601,100-200
030202020602,100-200
030202020603,200-500
030202020604,50-100
030202020605,<50
030202030101,50-100
030202030102,100-200
030202030103,50-100
030202030104,50-100
030202030105,100-200
030202030201,50-100
030202030202,50-100
030202030203,<50
030202030301,<50
030202030302,100-200
030202030303,50-100
030202030304,<50
030202030401,<50
030202030402,<50
030202030403,<50
030202030405,<50
030202030501,<50
030202030502,<50
030202030503,<50
030202030504,<50
030202030505,<50
030202030601,<50
030202030602,100-200
